uk_VALUE,RDSCUNT_RATE,RATE_YEAR,RATE,BOND_RATE,PRP_M,PRP_M_P,M1A,M1B,M2
1.9924,3.125,2.47,4.056,2.43,19677,7960,29575,82225,259883
1.9975,3.125,2.47,4.056,2.43,19677,7960,29575,82225,259883
1.9962,3.125,2.47,4.056,2.43,19677,7960,29575,82225,259883
1.9997,3.125,2.47,4.056,2.43,19677,7960,29575,82225,259883
1.9965,3.125,2.47,4.056,2.43,19677,7960,29575,82225,259883
2.0022,3.125,2.47,4.056,2.43,19677,7960,29575,82225,259883
2.0063,3.125,2.47,4.056,2.43,19677,7960,29575,82225,259883
2.0161,3.125,2.47,4.227,2.58,19488,7773,29971,83378,260407
2.0168,3.125,2.47,4.227,2.58,19488,7773,29971,83378,260407
2.0141,3.125,2.47,4.227,2.58,19488,7773,29971,83378,260407
2.0114,3.125,2.47,4.227,2.58,19488,7773,29971,83378,260407
2.0119,3.125,2.47,4.227,2.58,19488,7773,29971,83378,260407
2.0166,3.125,2.47,4.227,2.58,19488,7773,29971,83378,260407
2.0248,3.125,2.47,4.227,2.58,19488,7773,29971,83378,260407
2.032,3.125,2.47,4.227,2.58,19488,7773,29971,83378,260407
2.0288,3.125,2.47,4.227,2.58,19488,7773,29971,83378,260407
2.0344,3.125,2.47,4.227,2.58,19488,7773,29971,83378,260407
2.0374,3.125,2.47,4.227,2.58,19488,7773,29971,83378,260407
2.0455,3.125,2.47,4.227,2.58,19488,7773,29971,83378,260407
2.0534,3.125,2.47,4.227,2.58,19488,7773,29971,83378,260407
2.049,3.125,2.47,4.227,2.58,19488,7773,29971,83378,260407
2.0566,3.125,2.47,4.227,2.58,19488,7773,29971,83378,260407
2.0585,3.125,2.47,4.227,2.58,19488,7773,29971,83378,260407
2.0626,3.125,2.47,4.227,2.58,19488,7773,29971,83378,260407
2.0511,3.125,2.47,4.227,2.58,19488,7773,29971,83378,260407
2.0488,3.125,2.47,4.227,2.58,19488,7773,29971,83378,260407
2.029,3.125,2.47,4.227,2.58,19488,7773,29971,83378,260407
2.0238,3.125,2.47,4.227,2.58,19488,7773,29971,83378,260407
2.0364,3.125,2.47,4.227,2.58,19488,7773,29971,83378,260407
2.0309,3.125,2.47,4.307,2.46,19429,7635,30618,83661,259807
2.0346,3.125,2.47,4.307,2.46,19429,7635,30618,83661,259807
2.0426,3.125,2.47,4.307,2.46,19429,7635,30618,83661,259807
2.0293,3.125,2.47,4.307,2.46,19429,7635,30618,83661,259807
2.0202,3.125,2.47,4.307,2.46,19429,7635,30618,83661,259807
2.0368,3.125,2.47,4.307,2.46,19429,7635,30618,83661,259807
2.0271,3.125,2.47,4.307,2.46,19429,7635,30618,83661,259807
2.0219,3.125,2.47,4.307,2.46,19429,7635,30618,83661,259807
2.0123,3.125,2.47,4.307,2.46,19429,7635,30618,83661,259807
2,3.125,2.47,4.307,2.46,19429,7635,30618,83661,259807
1.9923,3.125,2.47,4.307,2.46,19429,7635,30618,83661,259807
1.9829,3.125,2.47,4.307,2.46,19429,7635,30618,83661,259807
1.9828,3.125,2.47,4.307,2.46,19429,7635,30618,83661,259807
1.983,3.125,2.47,4.307,2.46,19429,7635,30618,83661,259807
1.9813,3.125,2.47,4.307,2.46,19429,7635,30618,83661,259807
1.9916,3.125,2.47,4.307,2.46,19429,7635,30618,83661,259807
2.0035,3.125,2.47,4.307,2.46,19429,7635,30618,83661,259807
2.0099,3.125,2.47,4.307,2.46,19429,7635,30618,83661,259807
2.0134,3.125,2.47,4.307,2.46,19429,7635,30618,83661,259807
2.0065,3.125,2.47,4.307,2.46,19429,7635,30618,83661,259807
2.0182,3.125,2.47,4.307,2.46,19429,7635,30618,83661,259807
2.016,3.125,2.47,4.307,2.46,19429,7635,30618,83661,259807
2.0165,3.125,2.47,4.307,2.46,19429,7635,30618,83661,259807
2.0137,3.25,2.54,4.331,2.45,19391,7636,30847,83376,258862
2.0109,3.25,2.54,4.331,2.45,19391,7636,30847,83376,258862
2.0221,3.25,2.54,4.331,2.45,19391,7636,30847,83376,258862
2.0242,3.25,2.54,4.331,2.45,19391,7636,30847,83376,258862
2.0283,3.25,2.54,4.331,2.45,19391,7636,30847,83376,258862
2.0288,3.25,2.54,4.331,2.45,19391,7636,30847,83376,258862
2.0319,3.25,2.54,4.331,2.45,19391,7636,30847,83376,258862
2.0314,3.25,2.54,4.331,2.45,19391,7636,30847,83376,258862
2.0278,3.25,2.54,4.331,2.45,19391,7636,30847,83376,258862
2.0067,3.25,2.54,4.331,2.45,19391,7636,30847,83376,258862
1.992,3.25,2.54,4.331,2.45,19391,7636,30847,83376,258862
1.9983,3.25,2.54,4.331,2.45,19391,7636,30847,83376,258862
2.0132,3.25,2.54,4.331,2.45,19391,7636,30847,83376,258862
2.0208,3.25,2.54,4.331,2.45,19391,7636,30847,83376,258862
2.0159,3.25,2.54,4.331,2.45,19391,7636,30847,83376,258862
2.0235,3.25,2.54,4.331,2.45,19391,7636,30847,83376,258862
2.0389,3.25,2.54,4.331,2.45,19391,7636,30847,83376,258862
2.0436,3.25,2.54,4.303,2.69,19280,7633,30305,83001,258660
2.0417,3.25,2.54,4.303,2.69,19280,7633,30305,83001,258660
2.0369,3.25,2.54,4.303,2.69,19280,7633,30305,83001,258660
2.0392,3.25,2.54,4.303,2.69,19280,7633,30305,83001,258660
2.0436,3.25,2.54,4.303,2.69,19280,7633,30305,83001,258660
2.03835,3.25,2.54,4.303,2.69,19280,7633,30305,83001,258660
2.0331,3.25,2.54,4.303,2.69,19280,7633,30305,83001,258660
2.0342,3.25,2.54,4.303,2.69,19280,7633,30305,83001,258660
2.034,3.25,2.54,4.303,2.69,19280,7633,30305,83001,258660
2.0419,3.25,2.54,4.303,2.69,19280,7633,30305,83001,258660
2.0327,3.25,2.54,4.303,2.69,19280,7633,30305,83001,258660
2.0387,3.25,2.54,4.303,2.69,19280,7633,30305,83001,258660
2.0457,3.25,2.54,4.303,2.69,19280,7633,30305,83001,258660
2.0484,3.25,2.54,4.303,2.69,19280,7633,30305,83001,258660
2.0279,3.25,2.54,4.303,2.69,19280,7633,30305,83001,258660
2.0495,3.25,2.54,4.303,2.69,19280,7633,30305,83001,258660
2.0491,3.25,2.54,4.303,2.69,19280,7633,30305,83001,258660
2.0485,3.25,2.54,4.303,2.69,19280,7633,30305,83001,258660
2.0514,3.25,2.54,4.303,2.69,19280,7633,30305,83001,258660
2.0609,3.25,2.54,4.303,2.69,19280,7633,30305,83001,258660
2.0671,3.25,2.54,4.303,2.69,19280,7633,30305,83001,258660
2.0777,3.25,2.54,4.303,2.69,19280,7633,30305,83001,258660
2.0818,3.25,2.54,4.319,2.63,19317,7644,30401,82045,258921
2.082,3.25,2.54,4.319,2.63,19317,7644,30401,82045,258921
2.0799,3.25,2.54,4.319,2.63,19317,7644,30401,82045,258921
2.0859,3.25,2.54,4.319,2.63,19317,7644,30401,82045,258921
2.1045,3.25,2.54,4.319,2.63,19317,7644,30401,82045,258921
2.1104,3.25,2.54,4.319,2.63,19317,7644,30401,82045,258921
2.0911,3.25,2.54,4.319,2.63,19317,7644,30401,82045,258921
2.082,3.25,2.54,4.319,2.63,19317,7644,30401,82045,258921
2.0729,3.25,2.54,4.319,2.63,19317,7644,30401,82045,258921
2.0586,3.25,2.54,4.319,2.63,19317,7644,30401,82045,258921
2.0483,3.25,2.54,4.319,2.63,19317,7644,30401,82045,258921
2.048,3.25,2.54,4.319,2.63,19317,7644,30401,82045,258921
2.0478,3.25,2.54,4.319,2.63,19317,7644,30401,82045,258921
2.0652,3.25,2.54,4.319,2.63,19317,7644,30401,82045,258921
2.0585,3.25,2.54,4.319,2.63,19317,7644,30401,82045,258921
2.05745,3.25,2.54,4.319,2.63,19317,7644,30401,82045,258921
2.0564,3.25,2.54,4.319,2.63,19317,7644,30401,82045,258921
2.0681,3.25,2.54,4.319,2.63,19317,7644,30401,82045,258921
2.0653,3.25,2.54,4.319,2.63,19317,7644,30401,82045,258921
2.0688,3.25,2.54,4.319,2.63,19317,7644,30401,82045,258921
2.0642,3.25,2.54,4.319,2.63,19317,7644,30401,82045,258921
2.0567,3.25,2.54,4.319,2.63,19317,7644,30401,82045,258921
2.0658,3.375,2.62,4.313,2.53,19418,7697,30794,81246,258415
2.0577,3.375,2.62,4.313,2.53,19418,7697,30794,81246,258415
2.0288,3.375,2.62,4.313,2.53,19418,7697,30794,81246,258415
2.0289,3.375,2.62,4.313,2.53,19418,7697,30794,81246,258415
2.0289,3.375,2.62,4.313,2.53,19418,7697,30794,81246,258415
2.0457,3.375,2.62,4.313,2.53,19418,7697,30794,81246,258415
2.0387,3.375,2.62,4.313,2.53,19418,7697,30794,81246,258415
2.0494,3.375,2.62,4.313,2.53,19418,7697,30794,81246,258415
2.0395,3.375,2.62,4.313,2.53,19418,7697,30794,81246,258415
2.0197,3.375,2.62,4.313,2.53,19418,7697,30794,81246,258415
2.0168,3.375,2.62,4.313,2.53,19418,7697,30794,81246,258415
2.014,3.375,2.62,4.313,2.53,19418,7697,30794,81246,258415
1.9931,3.375,2.62,4.313,2.53,19418,7697,30794,81246,258415
1.9821,3.375,2.62,4.313,2.53,19418,7697,30794,81246,258415
1.9833,3.375,2.62,4.313,2.53,19418,7697,30794,81246,258415
1.9774,3.375,2.62,4.313,2.53,19418,7697,30794,81246,258415
1.98035,3.375,2.62,4.313,2.53,19418,7697,30794,81246,258415
1.9833,3.375,2.62,4.313,2.53,19418,7697,30794,81246,258415
1.9907,3.375,2.62,4.313,2.53,19418,7697,30794,81246,258415
1.9929,3.375,2.62,4.313,2.53,19418,7697,30794,81246,258415
1.9843,3.375,2.62,4.313,2.53,19418,7697,30794,81246,258415
1.9824,3.375,2.62,4.326,2.5,19913,8025,31265,81826,260317
1.9733,3.375,2.62,4.326,2.5,19913,8025,31265,81826,260317
1.9757,3.375,2.62,4.326,2.5,19913,8025,31265,81826,260317
1.9703,3.375,2.62,4.326,2.5,19913,8025,31265,81826,260317
1.9731,3.375,2.62,4.326,2.5,19913,8025,31265,81826,260317
1.9564,3.375,2.62,4.326,2.5,19913,8025,31265,81826,260317
1.9565,3.375,2.62,4.326,2.5,19913,8025,31265,81826,260317
1.9592,3.375,2.62,4.326,2.5,19913,8025,31265,81826,260317
1.9583,3.375,2.62,4.326,2.5,19913,8025,31265,81826,260317
1.9671,3.375,2.62,4.326,2.5,19913,8025,31265,81826,260317
1.9638,3.375,2.62,4.326,2.5,19913,8025,31265,81826,260317
1.9744,3.375,2.62,4.326,2.5,19913,8025,31265,81826,260317
1.9529,3.375,2.62,4.326,2.5,19913,8025,31265,81826,260317
1.9553,3.375,2.62,4.326,2.5,19913,8025,31265,81826,260317
1.9577,3.375,2.62,4.326,2.5,19913,8025,31265,81826,260317
1.9515,3.375,2.62,4.326,2.5,19913,8025,31265,81826,260317
1.9733,3.375,2.62,4.326,2.5,19913,8025,31265,81826,260317
1.9802,3.375,2.62,4.326,2.5,19913,8025,31265,81826,260317
1.9857,3.375,2.62,4.326,2.5,19913,8025,31265,81826,260317
1.9857,3.375,2.62,4.326,2.5,19913,8025,31265,81826,260317
1.988,3.375,2.62,4.326,2.5,19913,8025,31265,81826,260317
1.9895,3.375,2.62,4.326,2.5,19913,8025,31265,81826,260317
1.9687,3.375,2.62,4.342,2.38,21509,9651,31554,82610,264685
1.9622,3.375,2.62,4.342,2.38,21509,9651,31554,82610,264685
1.9618,3.375,2.62,4.342,2.38,21509,9651,31554,82610,264685
1.9708,3.375,2.62,4.342,2.38,21509,9651,31554,82610,264685
1.9613,3.375,2.62,4.342,2.38,21509,9651,31554,82610,264685
1.9562,3.375,2.62,4.342,2.38,21509,9651,31554,82610,264685
1.9511,3.375,2.62,4.342,2.38,21509,9651,31554,82610,264685
1.9405,3.375,2.62,4.342,2.38,21509,9651,31554,82610,264685
1.9614,3.375,2.62,4.342,2.38,21509,9651,31554,82610,264685
1.9668,3.375,2.62,4.342,2.38,21509,9651,31554,82610,264685
1.9668,3.375,2.62,4.342,2.38,21509,9651,31554,82610,264685
1.9747,3.375,2.62,4.342,2.38,21509,9651,31554,82610,264685
1.9923,3.375,2.62,4.342,2.38,21509,9651,31554,82610,264685
1.9864,3.375,2.62,4.342,2.38,21509,9651,31554,82610,264685
1.985,3.5,2.62,4.35,2.44,20424,8468,30750,82016,265329
1.9854,3.5,2.62,4.35,2.44,20424,8468,30750,82016,265329
1.9939,3.5,2.62,4.35,2.44,20424,8468,30750,82016,265329
2.0073,3.5,2.62,4.35,2.44,20424,8468,30750,82016,265329
2.0128,3.5,2.62,4.35,2.44,20424,8468,30750,82016,265329
2.0166,3.5,2.62,4.35,2.44,20424,8468,30750,82016,265329
2.0041,3.5,2.62,4.35,2.44,20424,8468,30750,82016,265329
2.0211,3.5,2.62,4.35,2.44,20424,8468,30750,82016,265329
2.0311,3.5,2.62,4.35,2.44,20424,8468,30750,82016,265329
2.0294,3.5,2.62,4.35,2.44,20424,8468,30750,82016,265329
2.0008,3.5,2.62,4.35,2.44,20424,8468,30750,82016,265329
2.0216,3.5,2.62,4.35,2.44,20424,8468,30750,82016,265329
1.9858,3.5,2.62,4.35,2.44,20424,8468,30750,82016,265329
1.9823,3.5,2.62,4.35,2.44,20424,8468,30750,82016,265329
1.9826,3.5,2.62,4.35,2.44,20424,8468,30750,82016,265329
1.9852,3.5,2.62,4.35,2.44,20424,8468,30750,82016,265329
1.9997,3.5,2.62,4.35,2.44,20424,8468,30750,82016,265329
2.0019,3.5,2.62,4.35,2.44,20424,8468,30750,82016,265329
2.0097,3.5,2.62,4.35,2.44,20424,8468,30750,82016,265329
1.989,3.5,2.62,4.35,2.44,20424,8468,30750,82016,265329
1.9855,3.5,2.62,4.35,2.44,20424,8468,30750,82016,265329
1.9774,3.5,2.66,4.392,2.48,20324,8294,30701,81948,266536
1.9827,3.5,2.66,4.392,2.48,20324,8294,30701,81948,266536
1.9961,3.5,2.66,4.392,2.48,20324,8294,30701,81948,266536
1.9855,3.5,2.66,4.392,2.48,20324,8294,30701,81948,266536
1.969,3.5,2.66,4.392,2.48,20324,8294,30701,81948,266536
1.9726,3.5,2.66,4.392,2.48,20324,8294,30701,81948,266536
1.9742,3.5,2.66,4.392,2.48,20324,8294,30701,81948,266536
1.9707,3.5,2.66,4.392,2.48,20324,8294,30701,81948,266536
1.9816,3.5,2.66,4.392,2.48,20324,8294,30701,81948,266536
1.9627,3.5,2.66,4.392,2.48,20324,8294,30701,81948,266536
1.9756,3.5,2.66,4.392,2.48,20324,8294,30701,81948,266536
1.9908,3.5,2.66,4.392,2.48,20324,8294,30701,81948,266536
1.9965,3.5,2.66,4.392,2.48,20324,8294,30701,81948,266536
1.9813,3.5,2.66,4.392,2.48,20324,8294,30701,81948,266536
1.9994,3.5,2.66,4.392,2.48,20324,8294,30701,81948,266536
1.9786,3.5,2.66,4.392,2.48,20324,8294,30701,81948,266536
1.9716,3.5,2.66,4.392,2.48,20324,8294,30701,81948,266536
1.9833,3.5,2.66,4.392,2.48,20324,8294,30701,81948,266536
1.9908,3.5,2.66,4.392,2.48,20324,8294,30701,81948,266536
1.9747,3.5,2.66,4.392,2.48,20324,8294,30701,81948,266536
1.9847,3.5,2.66,4.392,2.48,20324,8294,30701,81948,266536
1.9756,3.5,2.66,4.392,2.54,20259,8197,30896,82046,266989
1.9679,3.5,2.66,4.392,2.54,20259,8197,30896,82046,266989
1.9747,3.5,2.66,4.392,2.54,20259,8197,30896,82046,266989
1.9522,3.5,2.66,4.392,2.54,20259,8197,30896,82046,266989
1.9543,3.5,2.66,4.392,2.54,20259,8197,30896,82046,266989
1.9486,3.5,2.66,4.392,2.54,20259,8197,30896,82046,266989
1.9616,3.5,2.66,4.392,2.54,20259,8197,30896,82046,266989
1.947,3.5,2.66,4.392,2.54,20259,8197,30896,82046,266989
1.9451,3.5,2.66,4.392,2.54,20259,8197,30896,82046,266989
1.9488,3.5,2.66,4.392,2.54,20259,8197,30896,82046,266989
1.958,3.5,2.66,4.392,2.54,20259,8197,30896,82046,266989
1.9472,3.5,2.66,4.392,2.54,20259,8197,30896,82046,266989
1.9705,3.5,2.66,4.392,2.54,20259,8197,30896,82046,266989
1.9669,3.5,2.66,4.392,2.54,20259,8197,30896,82046,266989
1.9785,3.5,2.66,4.392,2.54,20259,8197,30896,82046,266989
1.9818,3.5,2.66,4.392,2.54,20259,8197,30896,82046,266989
1.97845,3.5,2.66,4.392,2.54,20259,8197,30896,82046,266989
1.9751,3.5,2.66,4.392,2.54,20259,8197,30896,82046,266989
1.9806,3.5,2.66,4.392,2.54,20259,8197,30896,82046,266989
1.9759,3.5,2.66,4.392,2.54,20259,8197,30896,82046,266989
1.9793,3.5,2.66,4.392,2.54,20259,8197,30896,82046,266989
1.9666,3.625,2.67,4.396,2.71,20112,8116,30123,79724,264235
1.965,3.625,2.67,4.396,2.71,20112,8116,30123,79724,264235
1.9548,3.625,2.67,4.396,2.71,20112,8116,30123,79724,264235
1.9563,3.625,2.67,4.396,2.71,20112,8116,30123,79724,264235
1.9695,3.625,2.67,4.396,2.71,20112,8116,30123,79724,264235
1.9758,3.625,2.67,4.396,2.71,20112,8116,30123,79724,264235
1.9543,3.625,2.67,4.396,2.71,20112,8116,30123,79724,264235
1.9646,3.625,2.67,4.396,2.71,20112,8116,30123,79724,264235
1.9467,3.625,2.67,4.396,2.71,20112,8116,30123,79724,264235
1.9496,3.625,2.67,4.396,2.71,20112,8116,30123,79724,264235
1.9637,3.625,2.67,4.396,2.71,20112,8116,30123,79724,264235
1.9544,3.625,2.67,4.396,2.71,20112,8116,30123,79724,264235
1.957,3.625,2.67,4.396,2.71,20112,8116,30123,79724,264235
1.9729,3.625,2.67,4.396,2.71,20112,8116,30123,79724,264235
1.9737,3.625,2.67,4.396,2.71,20112,8116,30123,79724,264235
1.9609,3.625,2.67,4.396,2.71,20112,8116,30123,79724,264235
1.9707,3.625,2.67,4.396,2.71,20112,8116,30123,79724,264235
1.9672,3.625,2.67,4.396,2.71,20112,8116,30123,79724,264235
1.9873,3.625,2.67,4.396,2.71,20112,8116,30123,79724,264235
1.9938,3.625,2.67,4.396,2.71,20112,8116,30123,79724,264235
1.9906,3.625,2.67,4.396,2.71,20112,8116,30123,79724,264235
1.993,3.625,2.72,4.404,2.6,21703,8112,30055,78568,264262
1.9925,3.625,2.72,4.404,2.6,21703,8112,30055,78568,264262
1.9825,3.625,2.72,4.404,2.6,21703,8112,30055,78568,264262
1.9761,3.625,2.72,4.404,2.6,21703,8112,30055,78568,264262
1.9697,3.625,2.72,4.404,2.6,21703,8112,30055,78568,264262
1.9685,3.625,2.72,4.404,2.6,21703,8112,30055,78568,264262
1.9812,3.625,2.72,4.404,2.6,21703,8112,30055,78568,264262
1.9777,3.625,2.72,4.404,2.6,21703,8112,30055,78568,264262
1.9895,3.625,2.72,4.404,2.6,21703,8112,30055,78568,264262
1.9925,3.625,2.72,4.404,2.6,21703,8112,30055,78568,264262
2.0036,3.625,2.72,4.404,2.6,21703,8112,30055,78568,264262
1.9995,3.625,2.72,4.404,2.6,21703,8112,30055,78568,264262
2.0038,3.625,2.72,4.404,2.6,21703,8112,30055,78568,264262
1.9985,3.625,2.72,4.404,2.6,21703,8112,30055,78568,264262
1.9979,3.625,2.72,4.404,2.6,21703,8112,30055,78568,264262
1.9941,3.625,2.72,4.404,2.6,21703,8112,30055,78568,264262
2.0021,3.625,2.72,4.404,2.6,21703,8112,30055,78568,264262
1.9832,3.625,2.72,4.404,2.6,21703,8112,30055,78568,264262
1.988,3.625,2.72,4.404,2.6,21703,8112,30055,78568,264262
1.9805,3.625,2.72,4.404,2.6,21703,8112,30055,78568,264262
1.981,3.625,2.72,4.404,2.6,21703,8112,30055,78568,264262
1.9806,3.625,2.72,4.404,2.6,21703,8112,30055,78568,264262
1.9743,3.625,2.72,4.416,2.52,21909,8080,30462,79213,265490
1.9606,3.625,2.72,4.416,2.52,21909,8080,30462,79213,265490
1.9532,3.625,2.72,4.416,2.52,21909,8080,30462,79213,265490
1.9479,3.625,2.72,4.416,2.52,21909,8080,30462,79213,265490
1.9439,3.625,2.72,4.416,2.52,21909,8080,30462,79213,265490
1.9193,3.625,2.72,4.416,2.52,21909,8080,30462,79213,265490
1.9144,3.625,2.72,4.416,2.52,21909,8080,30462,79213,265490
1.9005,3.625,2.72,4.416,2.52,21909,8080,30462,79213,265490
1.8682,3.625,2.72,4.416,2.52,21909,8080,30462,79213,265490
1.8715,3.625,2.72,4.416,2.52,21909,8080,30462,79213,265490
1.8651,3.625,2.72,4.416,2.52,21909,8080,30462,79213,265490
1.8673,3.625,2.72,4.416,2.52,21909,8080,30462,79213,265490
1.8655,3.625,2.72,4.416,2.52,21909,8080,30462,79213,265490
1.8603,3.625,2.72,4.416,2.52,21909,8080,30462,79213,265490
1.8758,3.625,2.72,4.416,2.52,21909,8080,30462,79213,265490
1.8544,3.625,2.72,4.416,2.52,21909,8080,30462,79213,265490
1.8587,3.625,2.72,4.416,2.52,21909,8080,30462,79213,265490
1.8387,3.625,2.72,4.416,2.52,21909,8080,30462,79213,265490
1.8318,3.625,2.72,4.416,2.52,21909,8080,30462,79213,265490
1.8264,3.625,2.72,4.416,2.52,21909,8080,30462,79213,265490
1.819,3.625,2.72,4.416,2.52,21909,8080,30462,79213,265490
1.80215,3.5,2.7,4.438,2.09,21634,8086,30666,79298,265726
1.7853,3.5,2.7,4.438,2.09,21634,8086,30666,79298,265726
1.7795,3.5,2.7,4.438,2.09,21634,8086,30666,79298,265726
1.7689,3.5,2.7,4.438,2.09,21634,8086,30666,79298,265726
1.7687,3.5,2.7,4.438,2.09,21634,8086,30666,79298,265726
1.7543,3.5,2.7,4.438,2.09,21634,8086,30666,79298,265726
1.7672,3.5,2.7,4.438,2.09,21634,8086,30666,79298,265726
1.7547,3.5,2.7,4.438,2.09,21634,8086,30666,79298,265726
1.7497,3.5,2.7,4.438,2.09,21634,8086,30666,79298,265726
1.7896,3.5,2.7,4.438,2.09,21634,8086,30666,79298,265726
1.7877,3.5,2.7,4.438,2.09,21634,8086,30666,79298,265726
1.7802,3.5,2.7,4.438,2.09,21634,8086,30666,79298,265726
1.7895,3.5,2.7,4.438,2.09,21634,8086,30666,79298,265726
1.8186,3.5,2.7,4.438,2.09,21634,8086,30666,79298,265726
1.8297,3.5,2.7,4.438,2.09,21634,8086,30666,79298,265726
1.8484,3.5,2.7,4.438,2.09,21634,8086,30666,79298,265726
1.8558,3.5,2.7,4.438,2.09,21634,8086,30666,79298,265726
1.8502,3.5,2.7,4.438,2.09,21634,8086,30666,79298,265726
1.8406,3.5,2.7,4.438,2.09,21634,8086,30666,79298,265726
1.84,3.5,2.7,4.438,2.09,21634,8086,30666,79298,265726
1.7804,3.5,2.7,4.438,2.09,21634,8086,30666,79298,265726
1.7804,3,2.5,4.443,2.05,20741,8159,30803,79618,269646
1.7655,3,2.5,4.443,2.05,20741,8159,30803,79618,269646
1.774,3,2.5,4.443,2.05,20741,8159,30803,79618,269646
1.738,3,2.5,4.443,2.05,20741,8159,30803,79618,269646
1.7592,3,2.5,4.443,2.05,20741,8159,30803,79618,269646
1.731,3,2.5,4.443,2.05,20741,8159,30803,79618,269646
1.7225,3,2.5,4.443,2.05,20741,8159,30803,79618,269646
1.73535,3,2.5,4.443,2.05,20741,8159,30803,79618,269646
1.7482,3,2.5,4.443,2.05,20741,8159,30803,79618,269646
1.7432,3,2.5,4.443,2.05,20741,8159,30803,79618,269646
1.7243,3,2.5,4.443,2.05,20741,8159,30803,79618,269646
1.7307,3,2.5,4.443,2.05,20741,8159,30803,79618,269646
1.7134,3,2.5,4.443,2.05,20741,8159,30803,79618,269646
1.6837,3,2.5,4.443,2.05,20741,8159,30803,79618,269646
1.6174,3,2.5,4.443,2.05,20741,8159,30803,79618,269646
1.6181,3,2.5,4.443,2.05,20741,8159,30803,79618,269646
1.5631,3,2.5,4.443,2.05,20741,8159,30803,79618,269646
1.5472,3,2.5,4.443,2.05,20741,8159,30803,79618,269646
1.5591,3,2.5,4.443,2.05,20741,8159,30803,79618,269646
1.6298,3,2.5,4.443,2.05,20741,8159,30803,79618,269646
1.627,3,2.5,4.443,2.05,20741,8159,30803,79618,269646
1.6165,3,2.5,4.443,2.05,20741,8159,30803,79618,269646
1.5855,2.75,2.17,4.295,1.7,20656,8203,30762,79132,272501
1.6095,2.75,2.17,4.295,1.7,20656,8203,30762,79132,272501
1.6156,2.75,2.17,4.295,1.7,20656,8203,30762,79132,272501
1.5814,2.75,2.17,4.295,1.7,20656,8203,30762,79132,272501
1.5788,2.75,2.17,4.295,1.7,20656,8203,30762,79132,272501
1.5639,2.75,2.17,4.295,1.7,20656,8203,30762,79132,272501
1.53255,2.75,2.17,4.295,1.7,20656,8203,30762,79132,272501
1.5012,2.75,2.17,4.295,1.7,20656,8203,30762,79132,272501
1.4799,2.75,2.17,4.295,1.7,20656,8203,30762,79132,272501
1.486,2.75,2.17,4.295,1.7,20656,8203,30762,79132,272501
1.503,2.75,2.17,4.295,1.7,20656,8203,30762,79132,272501
1.5042,2.75,2.17,4.295,1.7,20656,8203,30762,79132,272501
1.5095,2.75,2.17,4.295,1.7,20656,8203,30762,79132,272501
1.4789,2.75,2.17,4.295,1.7,20656,8203,30762,79132,272501
1.4816,2.75,2.17,4.295,1.7,20656,8203,30762,79132,272501
1.5177,2.75,2.17,4.295,1.7,20656,8203,30762,79132,272501
1.5349,2.75,2.17,4.295,1.7,20656,8203,30762,79132,272501
1.5218,2.75,2.17,4.295,1.7,20656,8203,30762,79132,272501
1.5283,2.75,2.17,4.295,1.7,20656,8203,30762,79132,272501
1.5348,2.75,2.17,4.295,1.7,20656,8203,30762,79132,272501
1.484,2,1.42,4.205,1.44,20909,8303,31113,79493,275798
1.4949,2,1.42,4.205,1.44,20909,8303,31113,79493,275798
1.4783,2,1.42,4.205,1.44,20909,8303,31113,79493,275798
1.4791,2,1.42,4.205,1.44,20909,8303,31113,79493,275798
1.4606,2,1.42,4.205,1.44,20909,8303,31113,79493,275798
1.4831,2,1.42,4.205,1.44,20909,8303,31113,79493,275798
1.4776,2,1.42,4.205,1.44,20909,8303,31113,79493,275798
1.483,2,1.42,4.205,1.44,20909,8303,31113,79493,275798
1.4953,2,1.42,4.205,1.44,20909,8303,31113,79493,275798
1.4874,2,1.42,4.205,1.44,20909,8303,31113,79493,275798
1.5278,2,1.42,4.205,1.44,20909,8303,31113,79493,275798
1.532,2,1.42,4.205,1.44,20909,8303,31113,79493,275798
1.5457,2,1.42,4.205,1.44,20909,8303,31113,79493,275798
1.5103,2,1.42,4.205,1.44,20909,8303,31113,79493,275798
1.4854,2,1.42,4.205,1.44,20909,8303,31113,79493,275798
1.4805,2,1.42,4.205,1.44,20909,8303,31113,79493,275798
1.4761,2,1.42,4.205,1.44,20909,8303,31113,79493,275798
1.4673,2,1.42,4.205,1.44,20909,8303,31113,79493,275798
1.46865,2,1.42,4.205,1.44,20909,8303,31113,79493,275798
1.47,2,1.42,4.205,1.44,20909,8303,31113,79493,275798
1.4591,2,1.42,4.205,1.44,20909,8303,31113,79493,275798
1.4395,2,1.42,4.205,1.44,20909,8303,31113,79493,275798
1.4619,2,1.42,4.205,1.44,20909,8303,31113,79493,275798
1.4602,1.5,0.92,3.91,1.47,22968,9501,32768,83279,279770
1.4777,1.5,0.92,3.91,1.47,22968,9501,32768,83279,279770
1.5254,1.5,0.92,3.91,1.47,22968,9501,32768,83279,279770
1.519,1.5,0.92,3.91,1.47,22968,9501,32768,83279,279770
1.5239,1.5,0.92,3.91,1.47,22968,9501,32768,83279,279770
1.4827,1.5,0.92,3.91,1.47,22968,9501,32768,83279,279770
1.4528,1.5,0.92,3.91,1.47,22968,9501,32768,83279,279770
