ko_VALUE,mlx_VALUE,mxc_VALUE,sd_VALUE,nafrc_VALUE,sgp_VALUE,sz_VALUE,aut_VALUE,eur_VALUE,nzn_VALUE
1028.5,3.2345,10.329,5.9959,7.615,1.3635,1.0426,0.9551,1.556,0.7838
1022.3,3.221,10.339,6.026,7.7126,1.3631,1.0379,0.9548,1.555,0.785
1016.8,3.226,10.29,6.0382,7.7005,1.3634,1.0437,0.9545,1.5454,0.7837
1019,3.253,10.32,6.0405,7.763,1.3643,1.0408,0.9605,1.5453,0.7824
1023,3.235,10.312,5.9867,7.883,1.367,1.0398,0.9567,1.556,0.7653
1030.5,3.267,10.368,5.9242,7.845,1.3628,1.0237,0.9603,1.5731,0.7667
1032,3.2625,10.364,5.947,7.9231,1.3635,1.0237,0.9523,1.5718,0.7622
1027.5,3.273,10.388,6.0457,7.96,1.3723,1.0404,0.9448,1.5473,0.7508
1030.3,3.264,10.4365,6.0168,8.0175,1.3715,1.0328,0.9487,1.5562,0.7564
1033.3,3.2685,10.389,6.088,8.12,1.3796,1.0441,0.9342,1.5418,0.7502
1044,3.2705,10.3665,6.0954,8.12,1.3802,1.0485,0.939,1.5368,0.7504
1038.5,3.272,10.3341,6.0387,8.098,1.3725,1.0435,0.9404,1.5472,0.7528
1021.8,3.2405,10.317,6.03,8.0125,1.3682,1.0428,0.9428,1.5519,0.7541
1029.25,3.255,10.294,6.0506,8.0181,1.37,1.0413,0.9441,1.5502,0.7562
1028,3.26,10.318,6.0588,7.963,1.369,1.0457,0.9499,1.5502,0.7619
1031.5,3.2615,10.2735,6.0162,7.9905,1.3645,1.0345,0.954,1.5626,0.7628
1036.8,3.264,10.297,6.0654,8.06,1.3687,1.0474,0.9507,1.5492,0.7564
1032.5,3.2545,10.2925,6.0363,7.9925,1.3656,1.0384,0.9573,1.5591,0.7594
1034.3,3.262,10.2895,6.0393,7.895,1.3698,1.0424,0.954,1.557,0.7563
1041.3,3.2568,10.2721,5.9777,7.886,1.3651,1.0274,0.9573,1.5738,0.7569
1041.75,3.26,10.3011,5.9813,7.9075,1.3632,1.0205,0.961,1.5749,0.7622
1046.8,3.2665,10.3035,6.0208,7.8035,1.3608,1.0202,0.9562,1.5748,0.7609
1050.5,3.2785,10.385,5.9874,7.9151,1.3617,1.0183,0.9535,1.5778,0.7567
1036.5,3.269,10.371,5.969,7.841,1.3574,1.0151,0.9634,1.5869,0.7617
1044.5,3.265,10.3695,5.9876,7.71,1.3628,1.0273,0.9604,1.5708,0.7564
1044.5,3.2645,10.34555,5.99815,7.715,1.3639,1.03005,0.95675,1.5677,0.7542
1044.5,3.264,10.3216,6.0087,7.72,1.365,1.0328,0.9531,1.5646,0.752
1026.25,3.252,10.3385,6.028,7.752,1.3651,1.0324,0.9533,1.5653,0.7515
1000,3.242,10.3035,6.0026,7.68,1.3583,1.0301,0.9585,1.5744,0.7612
998.2,3.2365,10.3051,5.9991,7.7227,1.3605,1.0282,0.9621,1.5771,0.7578
1000.3,3.2315,10.3085,5.956,7.6925,1.3561,1.0179,0.9674,1.5898,0.7611
1003.8,3.2255,10.2955,5.96,7.6465,1.3527,1.0162,0.9721,1.5914,0.7637
1006.3,3.215,10.3215,5.9611,7.6401,1.3472,1.0089,0.9797,1.5923,0.7721
1006.75,3.225,10.2593,6.0066,7.608,1.348,1.0148,0.9761,1.5847,0.7719
1011,3.2327,10.2235,5.9636,7.535,1.3507,1.0197,0.975,1.5861,0.766
1013,3.2342,10.203,5.9584,7.603,1.3512,1.0207,0.9728,1.5855,0.7626
1017,3.2327,10.171,5.9532,7.557,1.3522,1.0207,0.9749,1.5877,0.7598
1014,3.235,10.1259,5.9905,7.492,1.3578,1.0283,0.9715,1.5811,0.7605
1009,3.238,10.047,6.0233,7.5325,1.3643,1.0372,0.9636,1.5708,0.7517
1006.8,3.255,10.0265,6.04,7.642,1.3616,1.039,0.957,1.5657,0.7417
1007,3.268,10.0255,6.0375,7.5725,1.3607,1.0386,0.9562,1.5687,0.7419
1006,3.265,10.062,6.0793,7.396,1.3678,1.0454,0.9508,1.5588,0.7364
1012.3,3.261,10.0345,6.0615,7.383,1.3681,1.0484,0.9434,1.5559,0.7346
1011.5,3.2565,10.0345,6.0532,7.3105,1.3676,1.0489,0.9415,1.5589,0.734
1015.75,3.26,9.972,6.078,7.2615,1.3725,1.048,0.9317,1.5567,0.7268
1016.75,3.2668,9.9355,6.0757,7.235,1.3732,1.0492,0.9299,1.5569,0.7295
1017,3.2825,9.9166,6.1048,7.38,1.3797,1.0548,0.9157,1.5468,0.7257
1015.5,3.2755,9.9518,6.109,7.4325,1.3821,1.0602,0.9078,1.5409,0.7179
1016,3.2895,10.007,6.1147,7.487,1.3923,1.0617,0.9079,1.5341,0.715
1028,3.312,10.1261,6.2419,7.6945,1.4037,1.0801,0.8915,1.5047,0.705
1030,3.3185,10.136,6.279,7.745,1.4115,1.0828,0.8869,1.4958,0.7012
1034.2,3.3195,10.1671,6.2987,7.82,1.4084,1.088,0.8757,1.4905,0.6989
1039.5,3.3245,10.2055,6.2883,7.8975,1.4032,1.0855,0.8675,1.4895,0.6967
1039.5,3.335,10.168,6.303,7.8405,1.41,1.0911,0.8709,1.4856,0.6995
1039.3,3.349,10.2045,6.3661,7.8801,1.417,1.096,0.8676,1.4695,0.7055
1042.8,3.33,10.1411,6.3458,7.7181,1.4133,1.0959,0.8712,1.473,0.7124
1051.3,3.336,10.1885,6.3784,7.795,1.4158,1.0927,0.871,1.4746,0.7123
1047.3,3.334,10.14,6.387,7.755,1.4145,1.1008,0.8712,1.4701,0.7112
1053.6,3.3305,10.106,6.2983,7.66,1.4071,1.0862,0.8785,1.4875,0.7183
1062.3,3.339,10.1167,6.32,7.6575,1.4102,1.097,0.8689,1.48,0.7106
1077.8,3.3755,10.121,6.3244,7.725,1.4153,1.0926,0.8676,1.4803,0.7091
1087.5,3.3961,10.1781,6.3914,7.7995,1.4255,1.1004,0.8561,1.466,0.6968
1084,3.381,10.142,6.408,7.773,1.4194,1.1009,0.8553,1.4684,0.6982
1081.3,3.383,10.2035,6.4212,7.71,1.4185,1.0994,0.8618,1.4685,0.7019
1089,3.392,10.297,6.4399,7.7004,1.4167,1.1019,0.8563,1.4669,0.6991
1111.725,3.403,10.341,6.47325,7.73645,1.42375,1.10445,0.84615,1.45955,0.69265
1134.45,3.414,10.385,6.5066,7.7725,1.4308,1.107,0.836,1.4522,0.6862
1147.9,3.437,10.3803,6.54,7.883,1.435,1.1055,0.8352,1.4489,0.6846
1130.3,3.447,10.4625,6.5897,7.9425,1.436,1.1094,0.8298,1.436,0.6794
1117.8,3.4595,10.4965,6.6271,7.99,1.4346,1.111,0.8107,1.4273,0.6663
1081.2,3.4325,10.5185,6.7067,7.9215,1.4296,1.1306,0.8151,1.4126,0.6699
1099.5,3.447,10.507,6.7109,7.935,1.4323,1.125,0.8081,1.4173,0.6719
1091.3,3.463,10.6025,6.7817,8.16,1.4338,1.136,0.8036,1.402,0.6662
1110,3.469,10.659,6.8395,8.28,1.444,1.1395,0.7978,1.3939,0.6507
1106.5,3.4382,10.5755,6.7162,8.03,1.4287,1.1335,0.817,1.4172,0.6635
1117.85,3.4427,10.7116,6.7555,8.075,1.4292,1.1194,0.808,1.4175,0.66
1159.75,3.4473,10.735,6.7932,8.145,1.4362,1.1199,0.7939,1.4155,0.6584
1115.5,3.4709,10.8809,6.818,8.219,1.4337,1.1208,0.7831,1.4215,0.654
1152.4,3.467,10.849,6.6796,8.2325,1.432,1.0988,0.7989,1.4382,0.6718
1139.5,3.4311,10.606,6.6435,7.925,1.4256,1.1107,0.8288,1.4384,0.6869
1127.3,3.4165,10.5935,6.5123,7.975,1.4132,1.0834,0.8441,1.4697,0.6939
1146.5,3.408,10.722,6.5391,8.135,1.4137,1.0813,0.8385,1.4737,0.685
1153.5,3.42,10.792,6.6,8.143,1.423,1.0889,0.8366,1.4655,0.6862
1148.8,3.4235,10.768,6.5897,8.1588,1.4231,1.0883,0.836,1.4643,0.6835
1160.1,3.434,10.7955,6.635,8.1322,1.428,1.089,0.8292,1.4596,0.6858
1206.3,3.4385,10.9726,6.9459,8.3152,1.4331,1.1189,0.7904,1.4081,0.669
1194.85,3.4429,10.9705,6.9107,8.269,1.4366,1.1209,0.7937,1.4058,0.6785
1222.9,3.4475,11.115,7.0058,8.4797,1.4483,1.1339,0.777,1.3854,0.6644
1220.9,3.465,11.1245,7.0341,8.415,1.4506,1.1295,0.775,1.3816,0.6626
1267.4,3.5001,11.703,7.2172,8.8405,1.4686,1.1456,0.7139,1.3508,0.6264
1328.4,3.49,12.115,7.0776,8.86,1.4622,1.1399,0.7216,1.3649,0.6362
1415.25,3.498,13.139,7.0807,9.2275,1.466,1.1272,0.669,1.368,0.6017
1381.4,3.4955,12.3788,7.0828,9.0025,1.4727,1.1311,0.7015,1.3646,0.6171
1294.325,3.49625,12.40195,7.11135,8.99375,1.46735,1.1329,0.70345,1.3652,0.6209
1207.25,3.497,12.4251,7.1399,8.985,1.462,1.1347,0.7054,1.3658,0.6247
1237.5,3.5139,12.724,7.341,9.495,1.4703,1.1346,0.6833,1.3567,0.6184
1369.5,3.52,13.11,7.4486,10.278,1.4815,1.1332,0.6708,1.3416,0.6102
1333.3,3.528,12.8303,7.398,10.0775,1.4792,1.1339,0.6907,1.3462,0.6153
1315,3.522,12.781,7.4801,10.165,1.4777,1.1511,0.6969,1.3314,0.6195
1320.1,3.527,13.185,7.6665,10.6675,1.4835,1.1581,0.6813,1.3102,0.6122
1418.5,3.544,13.5938,7.8291,11.27,1.4995,1.1656,0.6698,1.2835,0.5937
1408.7,3.569,13.61,7.7268,11.02,1.5053,1.1625,0.6657,1.2878,0.5892
1430.8,3.5935,13.5885,7.8615,11.1075,1.5077,1.1526,0.6165,1.2639,0.5539
1441.7,3.5862,13.2743,8.0805,10.9625,1.5111,1.1581,0.6073,1.2446,0.541
1467.7,3.581,13.3625,8.0404,10.65,1.5026,1.1612,0.6252,1.2476,0.5528
1426.9,3.5785,12.9232,7.6814,10,1.4988,1.1371,0.6683,1.2851,0.5855
1250.18,3.5295,12.865,7.7044,10.088,1.4732,1.145,0.6695,1.285,0.5877
1277.5,3.547,12.705,7.7816,9.87,1.4841,1.1669,0.6574,1.2682,0.5815
1262,3.519,12.7977,7.74,9.925,1.4792,1.1681,0.6823,1.2719,0.5975
1287.9,3.5327,12.4705,7.5957,9.6305,1.472,1.1627,0.7005,1.3021,0.6125
1266.3,3.5205,12.636,7.6839,9.6784,1.4753,1.1606,0.6972,1.3039,0.6075
1330.8,3.5395,12.96,7.8598,9.955,1.4997,1.1745,0.679,1.2756,0.5964
1310,3.542,12.8525,7.8538,10.15,1.4965,1.1761,0.6726,1.2777,0.5898
1326.18,3.546,12.815,7.8183,10.068,1.4915,1.1784,0.6755,1.276,0.5871
1340.34,3.568,12.955,7.93045,10.2241,1.4995,1.1787,0.6602,1.2659,0.57555
1354.5,3.59,13.095,8.0426,10.3802,1.5075,1.179,0.6449,1.2558,0.564
1392.5,3.597,13.29,8.0239,10.48,1.519,1.1995,0.6402,1.2526,0.5562
1399.3,3.5955,13.0028,7.8552,10,1.5205,1.187,0.6627,1.2731,0.5624
1410,3.5974,13.08,7.9335,10.125,1.5212,1.1954,0.6562,1.2726,0.5601
1447.4,3.601,13.145,7.9931,10.17,1.527,1.1976,0.6575,1.269,0.555
1445.9,3.608,13.1513,8.1123,10.36,1.5279,1.2103,0.6501,1.2595,0.5506
1496,3.621,13.561,8.2498,10.64,1.5306,1.2197,0.6191,1.2525,0.5312
1493.3,3.62,13.935,8.438,10.6225,1.5302,1.2237,0.6254,1.2531,0.5313
1507.9,3.627,13.462,8.045,10.0675,1.5102,1.1968,0.6501,1.289,0.5471
1501.4,3.619,13.2705,7.861,9.75,1.5107,1.1863,0.6488,1.303,0.5469
1477.3,3.62,13.22,8.075,9.9,1.5098,1.2064,0.647,1.2828,0.5492
1472.65,3.6205,13.305,8.09745,10,1.509,1.21145,0.6508,1.2761,0.5496
1468,3.621,13.39,8.1199,10.1,1.5082,1.2165,0.6546,1.2694,0.55
1439.4,3.627,13.57,8.2834,10.275,1.531,1.2076,0.6447,1.2634,0.5355
1463.5,3.637,13.4653,8.1561,10.378,1.5289,1.2062,0.6443,1.2724,0.5319
1467.8,3.638,13.55,8.1945,10.15,1.5275,1.2142,0.6482,1.2669,0.5336
1479,3.638,13.51,8.1949,10.193,1.5228,1.1971,0.6527,1.284,0.5382
1475.6,3.6345,13.8002,8.4858,10.4745,1.524,1.2238,0.6343,1.2654,0.5248
1445,3.635,13.465,8.0502,10.03,1.5029,1.2036,0.6644,1.2942,0.5449
1439,3.615,13.5055,8.1599,10.12,1.5036,1.2062,0.66,1.2937,0.5434
1393,3.6135,13.4665,8.1049,10.14,1.497,1.1949,0.6615,1.3024,0.5477
1354.5,3.565,13.091,7.9622,9.9225,1.4855,1.1872,0.6779,1.3294,0.5557
1369,3.58,13.53,8.0778,10.215,1.488,1.1796,0.658,1.3349,0.5448
1360.9,3.56,13.3055,8.0302,10.1105,1.4756,1.159,0.6713,1.3664,0.5556
1347.4,3.555,13.223,8.0933,10.253,1.4685,1.1406,0.6775,1.381,0.5652
1324,3.528,13.17,7.6754,9.84,1.4415,1.0852,0.6967,1.4358,0.5892
1285,3.46,13.18,7.68,9.5205,1.4333,1.0775,0.6985,1.4298,0.5936
1287.9,3.468,13.1225,7.8465,9.7335,1.459,1.1105,0.6806,1.3875,0.5758
1308,3.48,13.183,7.8612,9.75,1.4477,1.0949,0.6832,1.3952,0.5742
1331,3.468,13.221,7.9736,9.6384,1.4492,1.0856,0.6804,1.3966,0.5669
1304.3,3.477,13.33,8.0357,9.735,1.4455,1.0788,0.6826,1.3964,0.5745
1301.6,3.4775,13.3475,8.02145,9.7225,1.44745,1.0744,0.682,1.4013,0.57525
1298.9,3.478,13.365,8.0072,9.71,1.4494,1.07,0.6814,1.4062,0.576
1262,3.478,13.5225,7.7354,9.46,1.437,1.0414,0.695,1.4232,0.5825
1257.4,3.477,13.76,7.7875,9.35,1.4372,1.0567,0.6906,1.4085,0.577
1262,3.45,13.832,7.877,9.3,1.4377,1.0673,0.6983,1.3919,0.5815
1313.5,3.495,13.5225,7.9217,9.29,1.473,1.1077,0.7146,1.3576,0.588
1307,3.507,13.33,7.8715,9.3425,1.475,1.1212,0.7187,1.3445,0.5945
1292.3,3.498,13.3955,7.7658,9.4575,1.4707,1.0941,0.7212,1.3718,0.6006
1328.25,3.538,13.495,7.8404,9.647,1.478,1.0925,0.7071,1.3714,0.5929
1347.5,3.539,13.708,7.9293,9.785,1.4843,1.1096,0.7063,1.3495,0.5933
1349,3.57,13.7725,8.0622,10.1,1.488,1.1139,0.6814,1.3347,0.5787
1353,3.576,13.836,8.2419,10.005,1.4872,1.1212,0.6675,1.3198,0.5523
1353,3.57,14.0805,8.3951,10.15,1.4925,1.1179,0.664,1.3174,0.5429
1391.5,3.592,14.16,8.3587,10.126,1.4972,1.1232,0.6558,1.3094,0.5305
1351.5,3.575,13.925,8.201,10.045,1.4902,1.1177,0.666,1.3244,0.5415
1351.5,3.5915,13.92025,8.29695,10.107,1.499,1.13045,0.6617,1.3095,0.5344
1351.5,3.608,13.9155,8.3929,10.169,1.5078,1.1432,0.6574,1.2946,0.5273
1368,3.614,13.9275,8.3394,10.168,1.5062,1.1473,0.6495,1.287,0.5215
1390,3.613,14.496,8.3831,10.175,1.5145,1.164,0.632,1.2808,0.5026
1394.5,3.617,14.5825,8.2575,10.0956,1.5082,1.1419,0.6476,1.301,0.5113
1378.4,3.624,14.465,8.2768,9.98,1.5056,1.1579,0.6499,1.2857,0.5117
1384.2,3.6121,14.318,8.2685,9.8605,1.504,1.1654,0.6539,1.2838,0.5155
1368.7,3.598,14.1777,8.1745,9.6526,1.4952,1.1694,0.6715,1.2874,0.53
1374,3.5985,14.134,7.9905,9.61,1.4921,1.1566,0.6834,1.3064,0.5442
1388,3.5865,14.3775,8.1988,9.75,1.504,1.1535,0.6589,1.2966,0.5286
1390,3.602,14.5423,8.3834,9.8775,1.505,1.1599,0.6549,1.2893,0.526
1394,3.6185,14.588,8.43,10.0751,1.5118,1.1634,0.6507,1.2822,0.5203
1403.5,3.602,14.465,8.35,9.9345,1.5077,1.1581,0.6595,1.2879,0.5266
1429.15,3.62,14.54275,8.5848,10.09225,1.518,1.16625,0.64905,1.2725,0.5188
1454.8,3.638,14.6205,8.8196,10.25,1.5283,1.1744,0.6386,1.2571,0.511
1459,3.657,14.653,8.7568,10.185,1.5316,1.1813,0.6385,1.2547,0.5107
1480.7,3.658,14.5886,8.727,10.0675,1.5264,1.1742,0.645,1.2675,0.5123
1519.5,3.674,14.836,8.8018,10.17,1.5356,1.1681,0.6419,1.269,0.5074
1495.5,3.653,14.86,8.7602,10.04,1.529,1.1633,0.6456,1.2747,0.5102
1516,3.663,14.835,8.922,9.99,1.5275,1.167,0.6429,1.2742,0.5099
1515.7,3.667,14.926,8.9177,9.941,1.5294,1.1646,0.6476,1.2731,0.5117
1512.8,3.668,14.9728,8.923,9.88,1.5367,1.1647,0.6536,1.2764,0.5113
1532.8,3.705,15.088,9.024,10.035,1.5461,1.1672,0.6419,1.2662,0.503
1570.1,3.726,15.406,9.1955,10.5,1.5565,1.1723,0.6301,1.258,0.4926
1551.2,3.707,15.341,9.273,10.525,1.5526,1.1755,0.6388,1.2549,0.4952
1550.95,3.711,15.175,9.0759,10.36,1.5452,1.1762,0.6499,1.2607,0.506
1567.1,3.725,15.3153,9.2863,10.6425,1.5532,1.1727,0.6408,1.2565,0.5015
1549.6,3.715,15.254,9.2012,10.41,1.545,1.1525,0.6408,1.2674,0.5041
1541,3.715,15.3815,9.11,10.59,1.5489,1.1634,0.6311,1.2636,0.4927
1501,3.69,15.2872,8.8852,10.288,1.5346,1.154,0.6473,1.2752,0.5031
1466,3.694,15.1683,8.7906,10.145,1.5315,1.1585,0.6497,1.2774,0.5064
1494.75,3.69,14.9222,8.7407,9.96,1.5355,1.1893,0.6473,1.2799,0.514
1481.2,3.704,14.585,8.6372,9.9975,1.5429,1.188,0.6576,1.2891,0.5244
1435,3.661,14.101,8.4445,9.86,1.531,1.1819,0.6611,1.2997,0.532
1415.75,3.6725,14.024,8.5039,9.9825,1.5325,1.1826,0.6591,1.2972,0.5284
1409,3.68,14.1305,8.3778,9.93,1.5271,1.1667,0.6589,1.311,0.5285
1388.5,3.65,14.06,7.9558,9.6475,1.506,1.1184,0.6927,1.373,0.5608
1396.5,3.64,14.14,8.1644,9.6,1.5138,1.1243,0.6892,1.3566,0.5605
1382.9,3.641,14.2725,8.047,9.462,1.5096,1.129,0.6994,1.3569,0.5694
1378.9,3.623,14.303,8.0927,9.4501,1.5112,1.1285,0.7017,1.3524,0.5683
1362.2,3.626,14.221,8.07,9.4325,1.5086,1.1239,0.7009,1.3539,0.5688
1334.8,3.622,14.231,8.0113,9.3701,1.5087,1.1272,0.7022,1.356,0.5795
1350.9,3.6125,14.315,8.1513,9.56,1.5138,1.1435,0.6946,1.3306,0.5713
1391.9,3.65,14.382,8.3327,9.7485,1.5226,1.1532,0.6788,1.3146,0.5619
1372.3,3.643,14.21,8.2522,9.517,1.5206,1.1395,0.6925,1.3261,0.5692
1329.5,3.595,13.83,8.0222,9.1,1.498,1.1349,0.7169,1.3458,0.5818
1335.5,3.5775,13.631,7.9945,9.041,1.5065,1.1321,0.7103,1.3447,0.58
1304.5,3.555,13.65,8.0541,9.11,1.5066,1.1388,0.7101,1.3363,0.5871
1317.5,3.59,13.575,8.169,9.1621,1.5102,1.1443,0.716,1.3282,0.5798
1349.5,3.628,13.3625,8.2267,9.1015,1.5172,1.1459,0.711,1.3288,0.5787
1316,3.604,13.1725,8.3114,9.075,1.5158,1.1583,0.7168,1.3149,0.5808
1328,3.6135,13.1275,8.271,9.034,1.5182,1.1575,0.7189,1.3143,0.5829
1328.9,3.627,13.088,8.1683,9.02,1.5148,1.1356,0.7288,1.3354,0.5886
1319.5,3.585,13.0835,8.1536,9.0475,1.4967,1.1387,0.7286,1.3277,0.5857
1333,3.605,13.1685,8.309,9.1522,1.5025,1.1453,0.7228,1.3182,0.5759
1331,3.597,13.047,8.308,8.935,1.4967,1.1471,0.7201,1.3197,0.5709
1327,3.614,13.135,8.4525,8.9615,1.4998,1.1674,0.7204,1.303,0.5674
1330,3.63,13.3285,8.6763,9.082,1.5087,1.1713,0.702,1.2903,0.5559
1349,3.642,13.122,8.5214,8.958,1.5046,1.1654,0.7095,1.2978,0.5628
1345.5,3.643,13.1288,8.4171,8.8706,1.5049,1.1634,0.7109,1.3012,0.559
1343,3.62,13.327,8.3676,8.993,1.5015,1.1581,0.7105,1.3048,0.5579
1338.2,3.583,13.2445,8.083,8.815,1.4873,1.1368,0.722,1.3277,0.5722
1338.4,3.595,13.7072,8.1212,8.745,1.4933,1.1472,0.7157,1.3136,0.5694
1351.8,3.625,13.885,8.2068,8.718,1.4975,1.1517,0.7043,1.3061,0.559
1335.7,3.585,13.575,8.0143,8.485,1.482,1.1309,0.7268,1.3324,0.5759
1277,3.558,13.801,7.9882,8.44,1.4772,1.1402,0.7317,1.3244,0.5695
1267.5,3.529,13.3005,7.9155,8.34,1.4747,1.1289,0.7388,1.3365,0.574
1267.5,3.508,13.203,7.9285,8.4045,1.4716,1.1297,0.7436,1.3375,0.5821
1272,3.531,13.1975,7.9318,8.397,1.4715,1.1313,0.7467,1.3313,0.5825
1257.3,3.522,13.086,7.8438,8.3725,1.4655,1.1278,0.7579,1.3411,0.5962
1242.25,3.515,13.1061,7.7426,8.36,1.463,1.1202,0.7609,1.3494,0.5984
1232.9,3.514,13.11,7.7638,8.39,1.4612,1.1067,0.7614,1.362,0.6062
1238,3.51,13.2325,7.8138,8.467,1.4593,1.1052,0.7635,1.3638,0.604
1239,3.524,13.3153,7.8751,8.505,1.4635,1.1061,0.757,1.3612,0.5947
1264,3.541,13.301,7.8492,8.565,1.4647,1.106,0.7573,1.3608,0.5944
1252,3.547,13.2075,7.8593,8.7331,1.4683,1.1132,0.7526,1.3539,0.5879
1260.5,3.552,13.12,7.7879,8.613,1.4653,1.1181,0.7596,1.3503,0.591
1244.5,3.528,12.953,7.6954,8.4375,1.4616,1.1121,0.7741,1.3608,0.6024
1246,3.535,12.8845,7.5764,8.335,1.4569,1.1022,0.777,1.3765,0.6095
1245,3.527,13.0875,7.58,8.36,1.458,1.101,0.7743,1.3804,0.6059
1242,3.488,13.1675,7.4613,8.305,1.4406,1.0847,0.7853,1.4005,0.6215
1253.125,3.499,13.1505,7.51065,8.29125,1.4444,1.084,0.78475,1.39985,0.6218
1264.25,3.51,13.1335,7.56,8.2775,1.4482,1.0833,0.7842,1.3992,0.6221
1264.4,3.502,13.1501,7.651,8.1175,1.4505,1.0861,0.7874,1.3924,0.623
1232.7,3.47,13.1565,7.3909,7.9425,1.4418,1.0688,0.8101,1.4192,0.6509
1234.2,3.487,13.2825,7.5082,8.0285,1.438,1.0624,0.8194,1.427,0.6551
1232.1,3.482,13.305,7.6554,8.08,1.443,1.0684,0.8103,1.4194,0.6397
1246.25,3.49,13.2557,7.645,8.016,1.4455,1.0679,0.799,1.4187,0.6315
1247.5,3.493,13.295,7.7682,8.03,1.452,1.0852,0.8012,1.399,0.6328
1247.4,3.519,13.457,7.8522,8.1855,1.4575,1.0929,0.7851,1.3884,0.6178
1258.5,3.525,13.5,7.7081,8.095,1.4561,1.0822,0.798,1.4014,0.6246
1253.5,3.493,13.636,7.6875,8.0651,1.454,1.0816,0.8043,1.3983,0.6295
1248.7,3.505,13.44,7.653,7.975,1.448,1.0721,0.8195,1.4093,0.6455
1246,3.503,13.401,7.6455,8.0225,1.4494,1.0756,0.8132,1.404,0.6428
1257,3.5272,13.4305,7.8927,8.105,1.4608,1.0942,0.792,1.3784,0.629
1255.7,3.518,13.342,7.8283,8.0125,1.4588,1.0853,0.8,1.3878,0.6345
1269,3.531,13.47,7.9365,8.135,1.4584,1.087,0.7887,1.385,0.6285
1263.5,3.538,13.341,7.8621,8.1145,1.4543,1.0827,0.8038,1.3978,0.6437
1264.2,3.5335,13.338,7.852,8.07,1.4528,1.0773,0.8111,1.3998,0.6476
1278.6,3.538,13.3715,8.0137,8.1975,1.4586,1.0875,0.7896,1.3846,0.6316
1281.7,3.545,13.3219,7.9354,8.1725,1.4558,1.0707,0.7901,1.4035,0.6365
1273,3.531,13.2825,7.847,8.025,1.4534,1.0842,0.8028,1.4015,0.6459
1285.1,3.534,13.289,7.9478,8.002,1.4568,1.096,0.799,1.3953,0.643
1278.3,3.53,13.2425,7.7879,7.904,1.4536,1.0856,0.8053,1.4056,0.6445
1278,3.537,13.1835,7.7293,7.823,1.4527,1.0849,0.8066,1.4058,0.6504
1273.5,3.513,13.17,7.7282,7.73,1.448,1.0867,0.8055,1.402,0.6447
1256.9,3.517,13.0965,7.5568,7.7356,1.443,1.072,0.8105,1.4186,0.6452
1270.7,3.5175,13.16,7.7574,7.8275,1.4512,1.0836,0.7948,1.4018,0.6295
1265.7,3.524,13.245,7.7717,7.9,1.453,1.0863,0.7986,1.3991,0.6306
1267,3.5425,13.2535,7.8508,7.9975,1.456,1.0877,0.7922,1.3938,0.6301
1268.7,3.546,13.2698,7.8957,8.02,1.458,1.0858,0.7963,1.3965,0.6353
1277.5,3.56,13.479,8.001,8.2056,1.4639,1.0923,0.778,1.3852,0.6242
1277.7,3.5615,13.5545,7.846,8.115,1.4581,1.0773,0.7834,1.4026,0.6303
1288.4,3.576,13.72,7.9575,8.23,1.4633,1.0856,0.7751,1.3926,0.6259
1309,3.5995,13.8025,7.898,8.2575,1.4625,1.0842,0.7807,1.3973,0.631
1294.2,3.583,13.785,7.8795,8.2444,1.4594,1.085,0.7895,1.3971,0.6353
1270.6,3.561,13.5965,7.7686,8.1267,1.4516,1.0746,0.8041,1.4116,0.6494
1266,3.569,13.568,7.8092,8.1125,1.452,1.0755,0.8019,1.4115,0.6445
1254.5,3.563,13.39,7.8307,8.0675,1.4494,1.0766,0.8013,1.412,0.6432
1244,3.539,13.318,7.7651,7.9005,1.44,1.0688,0.8131,1.4211,0.6551
1245.5,3.54,13.3053,7.6527,7.8205,1.4429,1.0677,0.8123,1.4196,0.6545
1251.1,3.551,13.2335,7.602,7.7035,1.4423,1.0659,0.8161,1.422,0.6574
1244.8,3.538,13.1625,7.4414,7.6505,1.4388,1.0667,0.8206,1.4266,0.6614
1245,3.528,13.221,7.4597,7.7501,1.4395,1.0701,0.8162,1.4213,0.657
1242.4,3.516,13.2205,7.4307,7.7405,1.4397,1.0729,0.8212,1.4212,0.6551
1236.3,3.508,13.259,7.4328,7.8195,1.4398,1.0704,0.8287,1.4215,0.6592
1243.8,3.531,13.27,7.5021,7.895,1.4465,1.0882,0.8164,1.4033,0.6541
1230.5,3.529,13.221,7.4131,7.793,1.443,1.0894,0.8272,1.4066,0.6531
1222.2,3.52,13.2025,7.2171,7.8125,1.439,1.0668,0.8339,1.4279,0.6605
1214,3.505,13.131,7.0895,7.721,1.4323,1.0578,0.8428,1.4416,0.6683
1219.9,3.492,13.1025,7.1522,7.85,1.4325,1.0605,0.8422,1.44,0.6671
1225.5,3.495,13.1095,7.1521,7.9488,1.434,1.063,0.8384,1.4391,0.6722
1225,3.488,12.997,7.1478,8.07,1.436,1.0658,0.8397,1.4357,0.671
1227.6,3.502,12.9192,7.258,8.0725,1.4422,1.0855,0.8377,1.4143,0.6756
1242.7,3.508,12.9925,7.3336,8.1525,1.4478,1.0825,0.8296,1.4141,0.6686
1242,3.528,12.9668,7.1957,8.07,1.443,1.0765,0.8333,1.4215,0.6725
1237.2,3.512,12.8705,7.1441,8.0567,1.4425,1.0715,0.8396,1.4283,0.6777
