ko_VALUE,mlx_VALUE,mxc_VALUE,sd_VALUE,nafrc_VALUE,sgp_VALUE,sz_VALUE,aut_VALUE,eur_VALUE,nzn_VALUE
1392,3.8,10.535,7.875,6.235,1.7325,1.4047,0.5929,1.19925593498763,0.5136
1383,3.8,10.21,7.7585,6.175,1.7255,1.3945,0.5945,1.21551193960543,0.514
1377,3.8,10.05,7.7985,6.11,1.7265,1.3955,0.5935,1.20992048948103,0.5075
1385,3.8,10.31,7.834,6.1605,1.724,1.385,0.5937,1.20481303599904,0.5093
1387.5,3.8,10.145,7.83,6.15,1.723,1.39,0.5875,1.20537945447886,0.504
1395,3.8,10.32,7.9125,6.13,1.735,1.3805,0.5835,1.19389629146486,0.5005
1399,3.8,10.105,7.8825,5.9525,1.733,1.3895,0.5855,1.19808132203771,0.496
1402,3.8,10.115,7.9005,5.955,1.73,1.3955,0.5781,1.19566400306789,0.4905
1393,3.8,10.124,7.888,5.785,1.7125,1.388,0.5836,1.19708616445477,0.4939
1388,3.8,10.24,7.875,5.845,1.691,1.3805,0.5911,1.1987253997199,0.4968
1383.8,3.8,10.11,7.855,5.85,1.695,1.39,0.5863,1.20146764340431,0.4935
1373,3.8,10.11,7.831,5.83,1.6755,1.3895,0.5975,1.20474207748674,0.5025
1393,3.8,10.196,7.845,5.8824,1.6882,1.3808,0.593,1.20295321539499,0.5
1390,3.8,10.324,7.856,6.11,1.6903,1.364,0.597,1.20131801657768,0.503
1390,3.8,10.31,7.968,6.13,1.687,1.3523,0.594,1.18579844070549,0.4987
1389,3.8,10.19,8.02,6.01,1.678,1.3442,0.5887,1.17898692828668,0.493
1382,3.8,10.195,7.745,5.87,1.6525,1.318,0.6178,1.21690403038954,0.5113
1365,3.8,10.38,7.856,5.82,1.646,1.2935,0.6183,1.20093936842289,0.5195
1335,3.8,10.23,7.9335,5.7995,1.646,1.323,0.6162,1.1905829876968,0.5205
1342.5,3.8,10.214,7.91325,5.806,1.63875,1.3258,0.62175,1.19341237576921,0.53075
1350,3.8,10.198,7.893,5.8125,1.6315,1.3286,0.6273,1.19624176384162,0.541
1350,3.8,10.18,7.9425,5.67,1.614,1.3325,0.6294,1.18927913135942,0.5395
1336,3.8,10.125,7.9725,5.675,1.615,1.323,0.631,1.18516897471547,0.5312
1328,3.8,10.1,7.778,5.67,1.6195,1.3235,0.6328,1.21226156231637,0.535
1330,3.8,10.05,7.8075,5.75,1.6265,1.3462,0.6285,1.20802405947767,0.5263
1326,3.8,10.04,7.7575,5.695,1.616,1.348,0.6275,1.21508824606209,0.526
1324,3.8,9.995,7.745,5.725,1.621,1.3423,0.6253,1.21694253698155,0.5255
1322,3.8,10.04,7.6365,5.74,1.623,1.3375,0.6184,1.23212346452773,0.5253
1316,3.8,10.023,7.67,5.6975,1.6265,1.3463,0.6165,1.22761903892487,0.5225
1321,3.8,10.195,7.791,5.77,1.6304,1.3497,0.6154,1.21103948179804,0.5202
1320,3.8,10.17,7.808,5.75,1.624,1.3483,0.616,1.20868194094016,0.522
1317,3.8,10.215,7.787,5.71,1.622,1.3452,0.6231,1.21151819081828,0.5258
1321,3.8,10.102,7.818,5.6,1.627,1.3548,0.625,1.20726054660283,0.5295
1320,3.8,9.99,7.786,5.64,1.6245,1.35,0.6252,1.2118838824112,0.5305
1316,3.8,10.03,7.814,5.624,1.621,1.3559,0.6254,1.20815427111475,0.5303
1313,3.8,9.948,7.8475,5.5825,1.624,1.367,0.6286,1.20347656584784,0.5331
1318,3.8,9.987,7.7655,5.59,1.622,1.3585,0.632,1.2147790223205,0.5395
1313,3.8,9.976,7.818,5.49,1.638,1.3742,0.634,1.20759213114516,0.5385
1316.3,3.8,10.01,7.91,5.585,1.6585,1.3995,0.6348,1.19479982417159,0.536
1318,3.8,10.02,7.9837,5.655,1.6565,1.392,0.6223,1.18457133883364,0.528
1318.5,3.8,10.0075,8.05585,5.6775,1.6555,1.39135,0.63075,1.1744886700587,0.5329
1319,3.8,9.995,8.128,5.7,1.6545,1.3907,0.6392,1.16440600128376,0.5378
1317,3.8002,9.9675,8.075,5.666,1.631,1.3735,0.6385,1.17151260987681,0.5385
1300,3.8,9.945,8.053,5.689,1.6335,1.374,0.6343,1.17452629689801,0.5345
1300,3.8,9.94,8.043,5.675,1.6315,1.3747,0.6457,1.17603326143981,0.539
1292,3.8,9.93,8.0978,5.6375,1.6245,1.387,0.6437,1.16851185521124,0.5412
1268,3.7998,9.9,8.073,5.62,1.629,1.3912,0.6436,1.17224613231775,0.537
1248,3.8,9.875,8.1172,5.6675,1.6365,1.4066,0.641,1.16610968047089,0.5325
1260,3.8003,9.93,8.092,5.7,1.637,1.409,0.6417,1.16952088164304,0.5338
1255,3.8,9.9325,8.207,5.685,1.64,1.4075,0.64,1.15347755136206,0.5315
1251.5,3.79985,9.95075,8.191,5.6975,1.64475,1.41135,0.63695,1.1557977762867,0.53
1248,3.7997,9.969,8.175,5.71,1.6495,1.4152,0.6339,1.15811800121133,0.5285
1247,3.8,10.005,8.135,5.695,1.65,1.3963,0.628,1.16375437569308,0.527
1246,3.8,10.027,8.1225,5.665,1.6455,1.3783,0.6305,1.16537334855024,0.5245
1240,3.8,9.97,8.065,5.6575,1.647,1.37,0.631,1.173180018552,0.5275
1230,3.8,9.9925,8.042,5.735,1.646,1.3667,0.6245,1.17633263612426,0.5232
1217,3.8,9.995,8.09,5.895,1.6585,1.371,0.6175,1.16972814732648,0.5213
1210,3.8,10.01,8.1504,5.905,1.6585,1.3756,0.6204,1.16151857872664,0.5214
1217,3.8,9.9415,8.104,6.02,1.6575,1.3659,0.6155,1.16794356374495,0.5185
1217,3.8,9.954,8.035,5.98,1.649,1.3603,0.6165,1.17744420156399,0.5155
1208,3.8,9.95,8.0465,5.967,1.647,1.3396,0.6195,1.17565396726667,0.5214
1210,3.8,9.938,8.022,5.975,1.65,1.3295,0.6208,1.17870478867432,0.5225
1205,3.7997,9.944,8.037,6.018,1.6442,1.3338,0.6204,1.17651386765275,0.521
1213,3.81,9.953,8.052,6.03,1.65,1.3415,0.6235,1.17449836555035,0.5222
1210,3.8,9.885,8.041,5.99,1.6475,1.3441,0.6187,1.17621485606191,0.522
1211,3.81,9.8,8.11,5.8925,1.6485,1.3487,0.6231,1.16666073686508,0.5248
1210,3.8002,9.7725,8.034,5.93,1.6477,1.3482,0.6211,1.17710607822512,0.5215
1196,3.7999,9.759,8.045,5.9095,1.651,1.363,0.617,1.17558425992873,0.52
1204,3.8003,9.805,8.03,5.925,1.652,1.3655,0.6145,1.17772169957251,0.5183
1209,3.8,9.82,8.035,5.925,1.6535,1.363,0.6114,1.17704416085808,0.5237
1208.5,3.81,9.885,8.072,5.92,1.657,1.376,0.611,1.17199785769358,0.5235
1210.3,3.8,9.845,8.135,5.8825,1.657,1.372,0.607,1.16319816936401,0.52
1210,3.8,9.86,8.086,5.88,1.6565,1.363,0.6114,1.16981109415103,0.5243
1203,3.8,9.94,8.117,5.87,1.6575,1.3805,0.6129,1.16587005969213,0.5262
1206,3.8,9.901,8.103,5.895,1.651,1.3735,0.6123,1.16789423984618,0.527
1166,3.8,9.796,7.972,5.7625,1.671,1.3694,0.6217,1.176,0.537
1160,3.8,9.78,7.936,5.6775,1.6775,1.3852,0.6285,1.1636,0.5385
1151,3.8,9.83,7.915,5.84,1.6713,1.3863,0.634,1.1672,0.5405
1174,3.8,9.8105,7.9285,5.835,1.6765,1.397,0.6326,1.1554,0.54
1175,3.8,9.956,7.851,5.98,1.672,1.3963,0.6395,1.1534,0.5468
1180,3.8,10.1,7.8,6.033,1.68,1.389,0.6401,1.1548,0.5474
1175,3.8,10.6,7.807,6.125,1.687,1.3585,0.631,1.1698,0.541
1187.5,3.8,10.53,7.805,6.24,1.6765,1.3618,0.6315,1.1689,0.539
1185,3.8,10.29,7.874,6.08,1.68,1.3785,0.634,1.1591,0.5405
1180.75,3.8,10.28,7.8155,6.0675,1.6816,1.37685,0.63625,1.16005,0.5384
1176.5,3.8,10.27,7.757,6.055,1.6832,1.3752,0.6385,1.161,0.5363
1168,3.8,10.195,7.722,6.025,1.679,1.3902,0.6398,1.1575,0.54
1174,3.8,10.29,7.7355,6.07,1.67,1.3855,0.6396,1.1577,0.5417
1181,3.8,10.2025,7.73,6.045,1.6798,1.3829,0.6348,1.1582,0.5365
1181,3.8,10.23,7.7225,6.0525,1.6875,1.3823,0.6309,1.1566,0.5341
1177,3.8,10.22,7.706,6.04,1.6835,1.387,0.6305,1.1577,0.5357
1176,3.8,10.17,7.7155,6.025,1.689,1.4012,0.6273,1.1481,0.536
1176.5,3.8,10.1775,7.7725,6.045,1.6892,1.4165,0.6258,1.1395,0.5342
1176,3.8,10.152,7.787,6.07,1.6925,1.4168,0.6297,1.1371,0.5387
1176,3.8,10.12,7.833,6.041,1.691,1.4232,0.6336,1.1303,0.543
1171,3.8,10.095,7.837,6.01,1.685,1.4111,0.6401,1.1328,0.545
1171.5,3.8,10.125,7.865,6.015,1.6865,1.4135,0.6415,1.1339,0.55
1171.6,3.8,10.115,7.843,6.05,1.6868,1.417,0.649,1.1306,0.5535
1171.2,3.8,10.09,7.855,5.975,1.6885,1.4173,0.6517,1.1283,0.5508
1177,3.8,10.0925,7.862,5.965,1.6905,1.4175,0.652,1.1296,0.5597
1177,3.8,10.08,7.8845,6.1,1.693,1.4183,0.6468,1.13,0.5546
1179,3.8,10.063,7.885,6.0895,1.6915,1.4083,0.6453,1.1331,0.551
1218,3.8,9.93,8.073,6.2,1.7125,1.4483,0.64,1.1037,0.542
1213,3.8,9.95,8.1,6.2225,1.722,1.4495,0.6392,1.0993,0.5373
1219,3.8,9.938,8.145,6.2045,1.7285,1.452,0.6315,1.0972,0.531
1225,3.8,9.995,8.115,6.19,1.7235,1.4345,0.6272,1.1068,0.5268
1224.5,3.8,9.9365,8.1915,6.205,1.7231,1.4495,0.6205,1.0995,0.525
1222,3.8,9.915,8.255,6.2325,1.7262,1.462,0.6179,1.0891,0.5237
1225.5,3.8,9.951,8.237,6.2475,1.7345,1.4582,0.6205,1.0931,0.5281
1230.4,3.8,9.965,8.262,6.25,1.737,1.461,0.623,1.0888,0.5287
1241,3.8,9.935,8.2779,6.249,1.7365,1.47,0.6242,1.0824,0.5278
1243,3.8,9.876,8.2385,6.213,1.7275,1.4686,0.6285,1.0843,0.5315
1240.5,3.8,9.838,8.205,6.2,1.7282,1.4612,0.6305,1.0899,0.5325
1236.5,3.8,9.7945,8.189,6.1675,1.7303,1.4675,0.6357,1.0873,0.5346
1234.9,3.8,9.8,8.112,6.1475,1.7295,1.4566,0.635,1.0961,0.5352
1231,3.8,9.75,8.094,6.16,1.7358,1.4685,0.6365,1.0932,0.534
1235,3.8,9.77,8.115,6.185,1.732,1.4608,0.636,1.0936,0.534
1232,3.8,9.69,8.1675,6.215,1.7178,1.466,0.6315,1.093,0.5325
1230,3.8,9.68,8.21,6.257,1.7222,1.4665,0.626,1.0915,0.5291
1228,3.8,9.683,8.15,6.232,1.724,1.4483,0.6273,1.1015,0.527
1226,3.8,9.64,8.11,6.26,1.7238,1.4534,0.6301,1.099,0.532
1220,3.8,9.675,8.1747,6.19,1.7235,1.462,0.6304,1.0923,0.5307
1224,3.8,9.715,8.198,6.175,1.7297,1.464,0.6336,1.0915,0.5334
1226.5,3.8,9.67,8.198,6.24,1.7315,1.4586,0.6382,1.0918,0.5365
1224.4,3.8,9.6875,8.25,6.2025,1.7253,1.4575,0.6394,1.0921,0.5404
1225,3.8,9.645,8.258,6.205,1.7272,1.4681,0.6363,1.0871,0.5373
1223.7,3.8,9.59,8.335,6.265,1.7355,1.4845,0.6352,1.0743,0.536
1226.2,3.8,9.514,8.345,6.2335,1.7331,1.4877,0.6323,1.0716,0.5336
1230,3.8,9.54,8.337,6.215,1.733,1.489,0.627,1.0732,0.5308
1228,3.8,9.521,8.213,6.17,1.7275,1.4775,0.634,1.0808,0.534
1225,3.8,9.5175,8.2465,6.17,1.7295,1.481,0.6354,1.0782,0.5345
1225.2,3.8,9.51,8.238,6.175,1.732,1.481,0.6345,1.0782,0.5335
1231,3.8,9.495,8.214,6.1725,1.7325,1.4725,0.628,1.0838,0.53
1223,3.8,9.498,8.298,6.195,1.7345,1.4807,0.6272,1.0784,0.5311
1227,3.8,9.49,8.2685,6.22,1.7283,1.4724,0.6244,1.0835,0.53
1226,3.8,9.587,8.275,6.18,1.7328,1.4832,0.6296,1.0786,0.5353
1225,3.8,9.56,8.273,6.175,1.7235,1.4795,0.6343,1.0842,0.5425
1223,3.8,9.51,8.3,6.11,1.7175,1.49,0.6365,1.078,0.5408
1220,3.8,9.51,8.271,6.075,1.6933,1.4879,0.6378,1.0779,0.542
1220,3.8,9.54,8.283,6.104,1.6945,1.4973,0.6359,1.0717,0.5398
1221,3.8,9.53,8.335,6.11,1.705,1.4993,0.6466,1.0688,0.5455
1215,3.8,9.378,8.38,6.0475,1.705,1.5097,0.6518,1.0608,0.5483
1200,3.8,9.415,8.388,6.0825,1.709,1.5065,0.6475,1.063,0.5485
1195,3.8,9.3695,8.402,6.0825,1.713,1.508,0.6469,1.0612,0.5469
1198,3.8,9.338,8.4,6.09,1.709,1.5095,0.6507,1.0598,0.5475
1195,3.8,9.29,8.383,6.098,1.708,1.5071,0.6516,1.0634,0.548
1190,3.8,9.315,8.405,6.073,1.7,1.5132,0.6488,1.059,0.5474
1185,3.8,9.3333,8.3575,6.07,1.7003,1.5085,0.6505,1.0649,0.549
1182,3.8,9.3,8.3895,6.065,1.698,1.5137,0.6539,1.0616,0.5512
1176,3.8,9.266,8.4022,6.0635,1.697,1.519,0.6583,1.0591,0.5555
1189,3.8,9.2425,8.445,6.085,1.6965,1.5257,0.662,1.0564,0.5605
1191,3.8,9.263,8.463,6.0575,1.7035,1.5252,0.664,1.0571,0.561
1197.1,3.8,9.277,8.472,6.0635,1.704,1.517,0.6625,1.0593,0.5587
1199,3.8,9.3275,8.4,6.1115,1.7005,1.4975,0.6614,1.0724,0.5575
1203,3.8,9.3375,8.33,6.095,1.701,1.492,0.669,1.0779,0.5635
1203,3.8,9.347,8.313,6.142,1.6985,1.491,0.6709,1.0781,0.5599
1201.2,3.8,9.2985,8.2885,6.172,1.6987,1.4895,0.6688,1.0787,0.56
1199,3.8,9.2555,8.358,6.166,1.6972,1.4998,0.6712,1.072,0.5621
1206,3.8,9.324,8.395,6.2075,1.7003,1.5025,0.667,1.0666,0.56
1206.5,3.8,9.2675,8.425,6.216,1.706,1.508,0.6679,1.0626,0.5595
1208,3.8,9.3675,8.4175,6.2235,1.714,1.5058,0.6648,1.065,0.5578
1207,3.8,9.3625,8.425,6.1925,1.7115,1.5013,0.6662,1.0672,0.5592
1201,3.8,9.3,8.4375,6.155,1.7123,1.503,0.6705,1.0672,0.5618
1200,3.8,9.312,8.461,6.185,1.7215,1.505,0.6633,1.0641,0.5519
1200,3.8,9.34,8.445,6.215,1.7212,1.5083,0.661,1.063,0.548
1194.5,3.8,9.37,8.489,6.2025,1.7205,1.5175,0.6595,1.0577,0.5449
1189.5,3.8,9.4,8.471,6.215,1.7223,1.5115,0.6595,1.0593,0.5465
1186.6,3.8,9.5475,8.4875,6.2325,1.7255,1.505,0.658,1.0587,0.5435
1191.2,3.8,9.665,8.573,6.2625,1.7315,1.522,0.6492,1.0471,0.5335
1188.7,3.8,9.755,8.614,6.27,1.731,1.5265,0.6485,1.0439,0.5344
1186.1,3.8,9.7925,8.598,6.2325,1.7235,1.528,0.6528,1.0422,0.5355
1186.75,3.8,9.80125,8.598,6.22125,1.7231,1.5255,0.64715,1.04355,0.53235
1187.4,3.8,9.81,8.598,6.21,1.7227,1.523,0.6415,1.0449,0.5292
1186.2,3.8,9.775,8.6405,6.2085,1.7267,1.5365,0.6445,1.0357,0.5256
1185,3.8,9.6575,8.646,6.1975,1.7275,1.5375,0.6477,1.0355,0.5248
1184,3.8,9.615,8.65,6.16,1.7268,1.5385,0.6555,1.0327,0.532
1184,3.8,9.4975,8.634,6.09,1.723,1.5425,0.6583,1.0296,0.5318
1178.5,3.8,9.5,8.525,6.108,1.7122,1.525,0.6586,1.0438,0.5305
1166.5,3.8,9.565,8.557,6.134,1.712,1.525,0.6585,1.045,0.5328
1167.5,3.8,9.6,8.493,6.135,1.7155,1.524,0.6625,1.0477,0.5355
1168,3.8,9.545,8.4555,6.08,1.711,1.5195,0.6643,1.0516,0.5404
1171,3.8,9.5825,8.5025,6.097,1.713,1.53,0.663,1.0416,0.5385
1167,3.8,9.5155,8.4875,6.0925,1.7092,1.5315,0.658,1.042,0.5335
1165,3.8,9.4625,8.532,6.083,1.7057,1.5492,0.6565,1.0298,0.534
1167,3.8,9.379,8.4765,6.041,1.702,1.5455,0.6575,1.0329,0.5348
1166,3.8,9.3925,8.412,6.015,1.7087,1.5458,0.6508,1.0323,0.5303
1160,3.8,9.358,8.435,5.98,1.6977,1.5455,0.6535,1.0323,0.531
1163,3.8,9.395,8.429,6.04,1.7018,1.5478,0.6568,1.0316,0.5338
1158,3.8,9.47,8.443,6.07,1.702,1.5395,0.6582,1.0372,0.5363
1156,3.8,9.493,8.392,6.066,1.7005,1.529,0.6618,1.0448,0.5349
1157,3.8,9.483,8.4535,6.0575,1.705,1.5416,0.658,1.0373,0.533
1157.5,3.8,9.4175,8.465,6.035,1.703,1.5495,0.658,1.0337,0.5309
1157.5,3.8,9.443,8.481,6.038,1.7022,1.5555,0.6611,1.031,0.5295
1164.1,3.8,9.36,8.495,6.025,1.698,1.5678,0.6703,1.0244,0.5335
1166.05,3.8,9.3425,8.496,6.04,1.6969,1.5664,0.668,1.02465,0.5315
1168,3.8,9.325,8.497,6.055,1.6958,1.565,0.6657,1.0249,0.5295
1173,3.8,9.364,8.5025,6.051,1.6973,1.569,0.664,1.0224,0.5255
1181,3.8,9.335,8.558,6.07,1.6975,1.5731,0.6655,1.0198,0.5243
1188,3.8,9.367,8.57,6.115,1.6993,1.5775,0.6645,1.0186,0.5265
1184,3.8,9.455,8.612,6.145,1.7,1.5828,0.662,1.0139,0.5245
1176,3.8,9.455,8.5925,6.1535,1.6997,1.5777,0.6593,1.0176,0.5225
1184,3.8,9.335,8.586,6.1525,1.699,1.5717,0.6592,1.0215,0.5225
1184,3.8,9.345,8.569,6.1455,1.6983,1.571,0.6626,1.022,0.5253
1183,3.8,9.358,8.5525,6.151,1.7065,1.5745,0.6602,1.0203,0.5236
1188,3.8,9.3025,8.525,6.17,1.7032,1.5738,0.6515,1.0203,0.5203
1194,3.8,9.299,8.395,6.126,1.7005,1.5405,0.6483,1.042,0.5215
1201,3.8,9.345,8.339,6.1075,1.6971,1.5267,0.6475,1.0526,0.5276
1209,3.8,9.3825,8.3595,6.1162,1.7,1.5285,0.6466,1.0509,0.5268
1208.8,3.8,9.388,8.365,6.115,1.699,1.5294,0.648,1.0497,0.5305
1209,3.8,9.412,8.272,6.14,1.685,1.5069,0.6473,1.0651,0.5265
1204,3.8,9.3675,8.278,6.13,1.6865,1.5065,0.6443,1.0627,0.5233
1198.1,3.8,9.38,8.264,6.147,1.6783,1.502,0.6442,1.0644,0.5235
1205,3.8,9.415,8.209,6.1675,1.688,1.49,0.6495,1.0719,0.5278
1204,3.8,9.4,8.222,6.165,1.6835,1.4925,0.6522,1.0694,0.5308
1201,3.8,9.4,8.212,6.2,1.678,1.4995,0.65,1.0661,0.527
1199,3.8,9.455,8.178,6.195,1.6824,1.4975,0.6535,1.068,0.5331
1202,3.8,9.4425,8.142,6.155,1.677,1.4862,0.6585,1.0766,0.536
1202,3.8,9.49,8.142,6.1775,1.674,1.4805,0.6545,1.0793,0.5315
1200,3.8,9.495,8.168,6.1775,1.666,1.4863,0.6531,1.077,0.529
1198,3.7999,9.484,8.224,6.165,1.668,1.4972,0.65,1.0694,0.52
1199.3,3.8,9.515,8.21,6.1725,1.6653,1.4895,0.6512,1.0752,0.5273
1202,3.8,9.421,8.255,6.143,1.674,1.5024,0.6485,1.066,0.5282
1210,3.8,9.354,8.268,6.114,1.674,1.506,0.6495,1.0636,0.5298
1207,3.8,9.3875,8.31,6.11,1.6775,1.5157,0.6517,1.0568,0.5302
1204,3.8,9.36,8.302,6.105,1.671,1.5173,0.6497,1.0557,0.5262
1206,3.8,9.339,8.31,6.1225,1.681,1.5215,0.6485,1.0525,0.5245
1203,3.8,9.324,8.335,6.126,1.6726,1.523,0.6468,1.0505,0.5328
1200,3.8,9.385,8.247,6.12,1.6778,1.5025,0.6365,1.0643,0.5318
1201,3.8,9.4,8.229,6.1125,1.676,1.4988,0.6393,1.0654,0.5339
1198,3.8,9.344,8.29,6.079,1.683,1.5145,0.6359,1.0553,0.531
1199,3.8,9.3175,8.285,6.0975,1.691,1.5242,0.637,1.0506,0.527
1192,3.8,9.31,8.336,6.114,1.691,1.5315,0.6334,1.0461,0.5158
1191,3.8,9.337,8.355,6.095,1.692,1.5339,0.63,1.0441,0.512
1183,3.8,9.39,8.325,6.0975,1.688,1.5303,0.632,1.046,0.513
1184.5,3.8,9.41,8.344,6.091,1.6882,1.5332,0.6326,1.0445,0.5128
1181,3.8,9.393,8.229,6.095,1.6835,1.513,0.638,1.0581,0.5168
1185,3.8,9.336,8.212,6.032,1.6825,1.5135,0.639,1.0582,0.514
1191,3.8,9.376,8.162,6.0475,1.6855,1.4938,0.6447,1.0689,0.5185
1192,3.8,9.344,8.196,6.012,1.6875,1.5073,0.6467,1.0605,0.5186
1193,3.8,9.3495,8.183,6.031,1.6895,1.50905,0.6466,1.0593,0.5228
1194,3.8,9.355,8.17,6.05,1.6915,1.5108,0.6465,1.0581,0.527
1195,3.8,9.35,8.15,6.092,1.6965,1.5103,0.6486,1.059,0.5277
1191,3.8,9.346,8.16,6.08,1.6865,1.5172,0.652,1.0543,0.5315
1192,3.8,9.3175,8.262,6.065,1.6895,1.544,0.652,1.0402,0.533
1191,3.8,9.323,8.2175,6.0675,1.6845,1.5425,0.6573,1.04,0.5355
1195,3.8,9.335,8.285,6.0775,1.688,1.5408,0.6545,1.0408,0.5295
1192,3.8,9.305,8.298,6.1275,1.688,1.5455,0.6487,1.0385,0.5239
1199,3.8,9.43,8.298,6.128,1.6925,1.5384,0.6462,1.0418,0.5241
1204,3.8,9.38,8.282,6.0945,1.6944,1.5441,0.6481,1.0399,0.5272
1201,3.8,9.326,8.242,6.085,1.6985,1.5435,0.6414,1.0408,0.5215
1211,3.8,9.317,8.265,6.016,1.7043,1.5361,0.6525,1.0431,0.5155
1218,3.8,9.359,8.215,5.98,1.7155,1.524,0.6555,1.0509,0.513
1218,3.8,9.36,8.195,6.005,1.707,1.5075,0.653,1.0613,0.5177
1217,3.8,9.352,8.201,6.0025,1.7,1.5022,0.6528,1.0643,0.517
1216,3.8,9.405,8.1495,6.015,1.694,1.4867,0.654,1.0718,0.5167
1213,3.8,9.451,8.147,5.9965,1.69,1.4878,0.6607,1.0703,0.5222
1207,3.8,9.476,8.118,5.986,1.677,1.4894,0.6633,1.0693,0.5235
1204,3.8,9.43,8.1375,6.05,1.678,1.4875,0.6605,1.0704,0.5213
1202,3.8,9.464,8.13,6.048,1.6803,1.486,0.6602,1.0721,0.5187
1204,3.8,9.4775,8.18,6.045,1.6825,1.5,0.654,1.063,0.5142
1204.5,3.8,9.473,8.137,6.06125,1.681,1.4916,0.65475,1.06835,0.51545
1205,3.8,9.4685,8.094,6.0775,1.6795,1.4832,0.6555,1.0737,0.5167
1205.2,3.8,9.52,8.1075,6.12,1.6845,1.479,0.649,1.0758,0.5116
1207.5,3.8,9.645,8.1095,6.1187,1.6785,1.4735,0.65,1.0799,0.5108
1206,3.8,9.72,8.105,6.135,1.674,1.4592,0.6475,1.0887,0.5113
1204,3.8,9.7325,8.165,6.1585,1.6768,1.462,0.644,1.0863,0.508
1206,3.8,9.673,8.136,6.1375,1.6745,1.4681,0.6486,1.0833,0.511
1205,3.8,9.615,8.17,6.1265,1.6748,1.479,0.6463,1.0765,0.5133
1206,3.8,9.6475,8.121,6.1475,1.67,1.473,0.647,1.0808,0.5147
1205.5,3.8,9.5975,8.14,6.1375,1.666,1.4975,0.6503,1.0678,0.5156
1205.5,3.8,9.644,8.135,6.136,1.663,1.4992,0.6508,1.0666,0.515
1204,3.8,9.628,8.16,6.164,1.6665,1.5135,0.6503,1.0578,0.5136
1200,3.8,9.652,8.205,6.161,1.6718,1.52,0.6436,1.0532,0.5075
1200,3.8,9.64,8.251,6.153,1.6695,1.5238,0.6457,1.0519,0.5106
1200,3.8,9.618,8.2225,6.145,1.663,1.5243,0.6376,1.0518,0.5068
1196,3.8,9.624,8.2545,6.1575,1.6565,1.5291,0.6382,1.0494,0.508
1194,3.8,9.5805,8.244,6.155,1.6645,1.5305,0.6405,1.0506,0.5095
1191,3.8,9.548,8.273,6.1375,1.67,1.5344,0.6437,1.0485,0.512
1185,3.8,9.481,8.342,6.125,1.6665,1.5436,0.6383,1.044,0.5145
1187,3.8,9.457,8.331,6.11,1.6715,1.5513,0.6385,1.04,0.5125
1183.4,3.8,9.462,8.345,6.121,1.67,1.5535,0.6365,1.0363,0.51
1185,3.8,9.427,8.322,6.129,1.671,1.5465,0.6375,1.0401,0.509
1180,3.8,9.409,8.2975,6.1335,1.675,1.5398,0.6402,1.0436,0.5112
1180.9,3.8,9.387,8.32875,6.14125,1.67,1.5479,0.64345,1.03755,0.5162
1181.8,3.8,9.365,8.36,6.149,1.665,1.556,0.6467,1.0315,0.5212
1178,3.8,9.404,8.392,6.153,1.6695,1.5542,0.6417,1.0312,0.5182
1176,3.8,9.3525,8.301,6.15,1.669,1.5411,0.6394,1.0403,0.5142
1174,3.8,9.348,8.371,6.1465,1.6708,1.5564,0.6395,1.0297,0.513
1173.8,3.8,9.328,8.345,6.138,1.6685,1.5543,0.639,1.0313,0.5092
1174,3.8,9.3205,8.3425,6.139,1.671,1.551,0.6376,1.0327,0.5104
1170,3.8,9.336,8.38,6.139,1.669,1.559,0.6356,1.0261,0.511
1162,3.8,9.32,8.436,6.132,1.668,1.5721,0.6323,1.0176,0.5102
1160.5,3.8,9.3405,8.45,6.138,1.67,1.5758,0.6334,1.01565,0.5106
1159,3.8,9.361,8.464,6.144,1.672,1.5795,0.6345,1.0137,0.511
1160,3.8,9.39,8.482,6.19,1.6815,1.5878,0.6368,1.01,0.512
1159.5,3.8,9.424,8.513,6.178,1.681,1.5893,0.6371,1.0077,0.5103
1157.5,3.8,9.47,8.56,6.155,1.6835,1.592,0.6354,1.0059,0.5101
1150,3.8,9.5225,8.6,6.153,1.6865,1.595,0.633,1.0023,0.5078
1150.5,3.8,9.48,8.5665,6.157,1.6847,1.5925,0.6332,1.0016,0.5047
1150.2,3.8,9.4615,8.417,6.157,1.6797,1.5608,0.6348,1.0252,0.5064
1139,3.8,9.45,8.415,6.158,1.6767,1.5645,0.6362,1.0222,0.5068
1125,3.8,9.477,8.35,6.156,1.6805,1.56,0.638,1.0263,0.5086
1130,3.8,9.4285,8.406,6.148,1.679,1.5741,0.6396,1.0161,0.5071
1132.8,3.8,9.416,8.4675,6.122,1.6762,1.5745,0.6365,1.0158,0.4935
1128,3.8,9.412,8.497,6.1275,1.678,1.5834,0.633,1.012,0.4908
1134,3.8,9.4125,8.539,6.13,1.68,1.5895,0.6352,1.0067,0.4948
1135,3.8,9.374,8.527,6.1575,1.6765,1.5903,0.6357,1.0066,0.4926
1131,3.8,9.363,8.469,6.142,1.6753,1.5758,0.6425,1.0169,0.508
1130.5,3.8,9.33,8.501,6.1475,1.6743,1.5888,0.6426,1.0088,0.507
1135,3.8,9.3335,8.54,6.14,1.67,1.59,0.6416,1.0066,0.5048
1134.5,3.8,9.32,8.506,6.149,1.672,1.5847,0.6433,1.0093,0.5137
